id,type,sort_order
1,checkbox,2
2,radio,3
4,text,4
5,select,1
6,textarea,5
7,file,6
8,date,7
9,time,8
10,datetime,9
11,select,1
12,date,1
13,select,7
14,select,0
15,text,0
16,text,0
17,select,0
18,text,0
19,text,0
20,textarea,0
21,text,0
22,text,0
23,text,0
24,textarea,0
25,text,0
26,text,0
27,text,0
28,text,0
29,text,0
30,text,0
31,text,0
32,text,0
33,text,0
34,text,0
35,text,0
36,text,0
37,text,0
38,text,0
39,text,0
40,text,0
41,text,0
42,text,0
43,text,0
44,text,0
45,text,0
46,text,0
47,text,0
48,text,0
49,text,0
50,text,0
51,text,0
52,text,0
53,text,0
54,text,0
55,text,0
56,text,0
57,text,0
58,text,0
59,text,0
60,text,0
61,text,0
62,text,0
63,text,0
64,text,0
65,text,0
66,text,0
67,text,0
68,text,0
69,text,0
70,text,0
71,text,0
72,text,0
73,text,0
74,text,0
75,text,0
76,text,0
77,text,0
78,text,0
79,text,0
80,text,0
81,text,0
82,text,0
83,text,0
84,text,0
85,text,0
86,text,0
87,text,0
88,text,0
89,text,0
90,text,0
91,text,0
92,text,0
93,text,0
94,text,0
95,text,0
96,text,0
97,text,0
98,text,0
99,text,0
100,text,0
101,text,0
102,text,0
103,text,0
104,text,0
105,text,0
106,text,0
107,text,0
108,text,0
109,text,0
110,text,0
111,text,0
112,text,0
113,text,0
114,text,0
115,text,0
116,text,0
117,text,0
118,text,0
119,text,0
120,text,0
121,text,0
122,text,0
123,text,0
124,text,0
125,text,0
126,text,0
127,text,0
128,text,0
129,text,0
130,text,0
131,text,0
132,text,0
133,text,0
134,text,0
135,text,0
136,text,0
137,text,0
138,text,0
139,text,0
140,text,0
141,text,0
142,text,0
143,text,0
144,text,0
145,text,0
147,text,0
148,text,0
149,text,0
150,text,0
151,text,0
152,text,0
153,text,0
154,text,0
155,text,0
156,text,0
157,text,0
158,text,0
159,text,0
160,text,0
161,text,0
162,text,0
163,text,0
164,text,0
165,text,0
166,text,0
167,text,0
168,text,0
169,text,0
170,text,0
171,text,0
172,text,0
173,text,0
174,text,0
175,text,0
176,text,0
177,text,0
178,text,0
179,text,0
180,text,0
181,text,0
182,text,0
183,text,0
184,text,0
185,text,0
186,text,0
187,text,0
188,text,0
189,text,0
190,text,0
191,text,0
192,text,0
193,text,0
194,text,0
196,text,0
197,text,0
198,text,0
199,text,0
200,text,0
201,text,0
202,text,0
203,text,0
204,text,0
205,text,0
206,text,0
207,text,0
208,text,0
209,text,0
210,text,0
212,text,0
213,text,0
214,text,0
215,text,0
216,text,0
217,text,0
218,text,0
219,text,0
221,text,0
222,text,0
223,text,0
224,text,0
225,text,0
226,text,0
227,text,0
228,text,0
229,text,0
230,text,0
231,text,0
232,text,0
233,text,0
234,text,0
235,text,0
236,text,0
237,text,0
238,text,0
239,text,0
240,text,0
241,text,0
242,text,0
243,text,0
244,text,0
245,text,0
246,text,0
247,text,0
248,text,0
249,text,0
250,text,0
251,text,0
252,text,0
253,text,0
254,text,0
255,text,0
256,text,0
257,text,0
258,text,0
259,text,0
260,text,0
261,text,0
262,text,0
263,text,0
264,text,0
265,text,0
266,text,0
267,text,0
268,text,0
269,text,0
270,text,0
271,text,0
272,text,0
273,text,0
274,text,0
275,text,0
276,text,0
277,text,0
278,text,0
279,text,0
280,text,0
281,text,0
282,text,0
283,text,0
284,text,0
285,text,0
286,text,0
287,text,0
288,text,0
289,select,7
290,text,0
291,text,0
292,text,0
293,text,0
294,text,0
295,text,0
296,text,0
297,text,0
298,text,0
299,text,0
300,text,0
301,text,0
302,text,0
303,text,0
304,text,0
305,text,0
306,text,0
307,text,0
308,text,0
309,text,0
310,text,0
311,text,0
312,text,0
313,text,0
314,text,0
315,text,0
316,text,0
317,text,0
318,text,0
319,text,0
320,text,0
321,text,0
322,text,0
323,text,0
324,text,0
325,text,0
326,text,0
327,text,0
328,text,0
329,text,0
330,text,0
331,text,0
332,text,0
333,text,0
334,text,0
335,text,0
336,text,0
337,text,0
338,text,0
339,text,0
340,text,0
341,text,0
342,text,0
343,text,0
344,text,0
346,text,0
347,text,0
348,text,0
349,text,0
350,text,0
351,text,0
352,text,0
353,text,0
354,text,0
355,text,0
356,text,0
357,text,0
358,text,0
359,text,0
360,text,0
361,select,0
362,radio,0
363,text,0
364,text,0
365,text,0
366,text,0
367,text,0
368,text,0
369,text,0
370,text,0
371,text,0
372,text,0
373,text,0
374,text,0
375,text,0
376,text,0
377,text,0
378,text,0
380,text,0
381,text,0
384,text,0
385,text,0
386,text,0
387,text,0
388,text,0
389,text,0
390,text,0
392,text,0
393,text,0
394,text,0
395,text,0
397,text,0
398,text,0
399,text,0
400,text,0
401,text,0
402,text,0
403,text,0
404,text,0
405,text,0
406,text,0
407,text,0
408,text,0
409,text,0
410,text,0
411,text,0
412,text,0
413,text,0
414,text,0
415,text,0
416,text,0
417,text,0
418,text,0
419,text,0
420,text,0
421,text,0
422,text,0
423,text,0
424,text,0
425,text,0
426,text,0
427,text,0
428,text,0
429,text,0
430,text,0
432,text,0
433,text,0
434,text,0
435,text,0
436,text,0
437,text,0
438,text,0
440,text,0
441,text,0
442,text,0
443,text,0
444,text,0
445,text,0
446,text,0
447,text,0
448,text,0
449,text,0
450,text,0
451,text,0
452,text,0
453,text,0
454,text,0
455,text,0
456,text,0
457,text,0
458,text,0
459,text,0
460,text,0
461,text,0
463,text,0
464,text,0
465,text,0
466,text,0
467,text,0
468,text,0
469,text,0
470,text,0
471,text,0
472,text,0
473,text,0
474,text,0
475,text,0
476,text,0
477,text,0
478,text,0
479,text,0
480,text,0
481,text,0
482,text,0
483,text,0
484,radio,0
485,text,0
486,text,0
487,text,0
488,text,0
489,text,0
490,text,0
491,text,0
492,text,0
493,text,0
494,text,0
495,text,0
496,text,0
497,text,0
498,text,0
499,text,0
500,text,0
501,text,0
502,text,0
503,text,0
504,text,0
505,text,0
506,text,0
507,text,0
508,text,0
509,text,0
510,text,0
511,text,0
512,text,0
513,text,0
514,text,0
515,text,0
516,text,0
517,text,0
518,text,0
519,text,0
520,text,0
521,text,0
522,text,0
523,text,0
524,text,0
525,text,0
526,text,0
527,text,0
528,text,0
529,text,0
530,text,0
531,text,0
533,text,0
534,text,0
535,text,0
536,text,0
537,text,0
538,text,0
539,text,0
540,text,0
541,text,0
542,text,0
543,text,0
544,text,0
545,text,0
546,text,0
547,text,0
548,text,0
549,text,0
550,text,0
551,text,0
552,text,0
554,text,0
555,text,0
556,text,0
557,text,0
559,text,0
560,text,0
561,text,0
562,text,0
563,text,0
564,text,0
565,text,0
566,text,0
567,text,0
568,text,0
569,text,0
570,text,0
571,text,0
572,text,0
573,text,0
574,text,0
575,text,0
576,text,0
577,text,0
578,text,0
579,text,0
580,text,0
581,text,0
582,text,0
583,text,0
584,text,0
585,text,0
586,text,0
587,text,0
588,text,0
589,text,0
590,text,0
591,text,0
592,text,0
593,text,0
594,text,0
595,text,0
596,text,0
597,text,0
598,text,0
599,text,0
600,text,0
601,text,0
602,text,0
603,text,0
604,text,0
605,text,0
606,text,0
607,text,0
608,text,0
609,text,0
610,text,0
611,text,0
613,text,0
614,text,0
615,text,0
616,text,0
617,text,0
618,text,0
619,text,0
620,text,0
621,text,0
622,text,0
623,text,0
624,text,0
625,text,0
626,text,0
627,text,0
628,text,0
629,text,0
630,text,0
631,text,0
632,text,0
633,text,0
634,text,0
635,text,0
636,text,0
637,text,0
638,text,0
639,text,0
640,text,0
641,text,0
642,text,0
643,text,0
644,text,0
645,text,0
646,text,0
647,text,0
648,text,0
649,text,0
650,text,0
651,text,0
652,text,0
653,text,0
654,text,0
655,text,0
656,text,0
657,text,0
658,text,0
659,text,0
660,text,0
661,text,0
662,text,0
663,text,0
664,text,0
665,text,0
666,text,0
667,text,0
668,text,0
669,text,0
670,text,0
671,text,0
672,text,0
673,text,0
674,text,0
675,text,0
676,text,0
677,text,0
678,text,0
679,text,0
680,text,0
681,text,0
682,text,0
683,text,0
684,text,0
685,text,0
686,text,0
687,text,0
688,text,0
689,text,0
690,text,0
691,text,0
692,text,0
693,text,0
694,text,0
695,text,0
696,text,0
697,text,0
698,text,0
699,text,0
700,text,0
701,text,0
702,text,0
703,text,0
704,text,0
705,text,0
706,text,0
707,text,0
708,text,0
709,text,0
710,text,0
711,text,0
712,text,0
713,text,0
714,text,0
715,text,0
716,text,0
717,text,0
718,text,0
719,text,0
720,text,0
721,text,0
722,text,0
723,text,0
724,text,0
725,text,0
726,text,0
727,text,0
728,text,0
729,text,0
730,text,0
731,text,0
732,text,0
734,text,0
735,text,0
736,text,0
737,text,0
738,text,0
739,text,0
740,text,0
741,text,0
742,text,0
743,text,0
744,text,0
745,text,0
746,text,0
747,text,0
748,text,0
749,text,0
750,text,0
751,text,0
752,text,0
753,text,0
754,text,0
755,text,0
756,text,0
757,text,0
758,text,0
759,text,0
760,text,0
761,text,0
762,text,0
763,text,0
764,text,0
765,text,0
766,text,0
767,text,0
768,text,0
769,text,0
770,text,0
771,text,0
772,text,0
774,text,0
775,text,0
777,text,0
778,text,0
779,text,0
780,select,0
781,text,0
782,text,0
783,text,0
784,text,0
785,text,0
786,text,0
787,text,0
788,text,0
789,text,0
790,text,0
791,text,0
792,text,0
793,text,0
794,text,0
795,text,0
796,text,0
797,text,0
798,text,0
799,text,0
800,text,0
801,text,0
802,text,0
803,text,0
804,text,0
805,text,0
806,text,0
807,text,0
808,text,0
809,text,0
810,text,0
811,text,0
812,text,0
813,radio,0
814,text,0
815,text,0
816,text,0
817,text,0
818,text,0
819,text,0
820,text,0
821,text,0
822,text,0
823,text,0
824,text,0
825,checkbox,8
826,text,0
827,text,0
828,text,0
829,text,0
830,text,0
831,text,0
832,text,0
833,text,0
834,text,0
835,text,0
836,text,0
837,text,0
838,text,0
839,text,0
840,text,0
841,text,0
842,text,0
843,text,0
844,text,0
845,text,0
846,text,0
847,text,0
848,text,0
849,text,0
850,text,0
851,text,0
852,text,0
853,text,0
854,text,0
855,text,0
856,text,0
857,text,0
858,text,0
859,text,0
860,text,0
861,text,0
862,text,0
863,text,0
864,text,0
865,text,0
866,text,0
867,text,0
868,text,0
869,text,0
870,text,0
871,text,0
872,text,0
873,text,0
874,text,0
875,text,0
876,text,0
877,text,0
878,text,0
879,text,0
880,text,0
881,text,0
882,text,0
883,text,0
884,text,0
885,text,0
886,text,0
888,text,0
889,text,0
890,text,0
891,text,0
892,text,0
893,text,0
894,text,0
895,text,0
896,text,0
897,text,0
898,text,0
899,text,0
900,text,0
901,text,0
902,text,0
903,text,0
904,text,0
905,text,0
906,text,0
907,text,0
908,text,0
909,text,0
910,text,0
911,text,0
912,text,0
913,text,0
914,text,0
915,text,0
916,text,0
917,text,0
918,text,0
919,text,0
920,text,0
921,text,0
922,text,0
923,text,0
924,text,0
925,text,0
926,text,0
927,text,0
928,text,0
929,text,0
930,text,0
931,text,0
932,text,0
933,text,0
934,text,0
935,text,0
936,text,0
937,text,0
938,text,0
939,text,0
940,text,0
941,text,0
942,text,0
943,text,0
944,text,0
945,text,0
946,text,0
947,text,0
948,text,0
949,text,0
950,text,0
951,text,0
952,text,0
953,text,0
954,text,0
955,select,0
956,text,0
957,text,0
958,text,0
959,text,0
960,text,0
961,text,0
962,text,0
963,text,0
964,text,0
965,text,0
966,text,0
967,text,0
968,text,0
969,text,0
970,text,0
971,text,0
972,text,0
973,text,0
974,text,0
975,text,0
977,text,0
978,text,0
979,text,0
980,text,0
981,text,0
982,text,0
983,text,0
984,text,0
985,text,0
986,text,0
987,text,0
988,text,0
989,text,0
990,text,0
991,text,0
992,text,0
993,text,0
994,text,0
995,text,0
996,text,0
997,text,0
998,text,0
999,text,0
1000,text,0
1001,text,0
1002,text,0
1003,text,0
1004,text,0
1005,text,0
1006,text,0
1007,text,0
1008,text,0
1009,text,0
1010,text,0
1011,text,0
1012,text,0
1013,text,0
1014,text,0
1015,text,0
1016,text,0
1017,text,0
1018,text,0
1019,text,0
1020,text,0
1021,text,0
1022,text,0
1023,text,0
1024,text,0
1025,text,0
1026,text,0
1027,text,0
1028,text,0
1029,text,0
1030,text,0
1031,text,0
1032,text,0
1033,text,0
1034,text,0
1035,text,0
1036,text,0
1037,text,0
1038,text,0
1039,text,0
1040,text,0
1041,text,0
1042,text,0
1043,text,0
1044,text,0
1045,text,0
1046,text,0
1047,text,0
1048,text,0
1049,text,0
1050,text,0
1051,text,0
1052,text,0
1053,text,0
1054,text,0
1055,text,0
1056,text,0
1057,text,0
1058,text,0
1059,text,0
1060,text,0
1061,text,0
1062,text,0
1063,text,0
1064,text,0
1065,text,0
1067,text,0
1068,text,0
1069,text,0
1070,text,0
1071,text,0
1072,text,0
1073,text,0
1074,text,0
1075,text,0
1076,text,0
1077,text,0
1078,text,0
1079,text,0
1080,text,0
1081,text,0
1082,text,0
1083,text,0
1084,text,0
1085,select,0
1086,text,0
1087,text,0
1088,text,0
1089,text,0
1090,text,0
1091,text,0
1092,text,0
1093,text,0
1094,text,0
1095,text,0
1096,text,0
1097,text,0
1098,text,0
1099,text,0
1100,text,0
1101,text,0
1102,text,0
1103,text,0
1104,text,0
1105,text,0
1106,text,0
1107,text,0
1108,text,0
1109,text,0
1110,text,0
1111,text,0
1112,text,0
1113,text,0
1114,text,0
1115,text,0
1116,text,0
1117,text,0
1118,text,0
1119,text,0
1120,text,0
1121,text,0
1122,text,0
1123,text,0
1124,text,0
1125,text,0
1126,text,0
1127,text,0
1128,text,0
1129,text,0
1130,text,0
1131,text,0
1132,text,0
1133,text,0
1134,text,0
1135,checkbox,0
1136,text,0
1137,text,0
1138,text,0
1139,text,0
1140,text,0
1141,text,0
1142,text,0
1143,text,0
1144,text,0
1145,text,0
1146,text,0
1147,text,0
1148,text,0
1149,text,0
1150,text,0
1151,text,0
1153,text,0
1154,text,0
1155,text,0
1156,text,0
1157,text,0
1158,text,0
1159,text,0
1160,text,0
1161,text,0
1162,text,0
1163,text,0
1164,text,0
1165,text,0
1166,text,0
1167,text,0
1168,text,0
1169,text,0
1170,text,0
1171,text,0
1172,text,0
1173,text,0
1174,text,0
1175,text,0
1176,text,0
1177,text,0
1178,text,0
1179,text,0
1180,text,0
1181,text,0
1182,text,0
1183,text,0
1184,text,0
1185,text,0
1186,text,0
1187,text,0
1188,text,0
1189,text,0
1190,text,0
1191,text,0
1192,text,0
1193,text,0
1194,text,0
1195,text,0
1196,text,0
1197,text,0
1198,text,0
1199,text,0
1200,text,0
1201,text,0
1202,text,0
1203,text,0
1204,text,0
1205,text,0
1206,text,0
1207,text,0
1208,text,0
1209,text,0
1210,text,0
1211,text,0
1212,text,0
1213,text,0
1214,text,0
1215,text,0
1216,text,0
1217,text,0
1218,text,0
1219,text,0
1220,text,0
1221,text,0
1222,text,0
1223,text,0
1224,text,0
1225,text,0
1226,text,0
1227,select,0
1228,text,0
1229,radio,0
1231,text,0
1232,text,0
1233,text,0
1234,text,0
1235,text,0
1236,text,0
1237,text,0
1238,text,0
1239,text,0
1240,text,0
1241,text,0
1242,text,0
1243,text,0
1244,text,0
1245,text,0
1246,text,0
1247,text,0
1248,text,0
1249,text,0
1250,text,0
1251,text,0
1252,text,0
1253,text,0
1254,text,0
1255,text,0
1256,text,0
1257,text,0
1258,text,0
1259,text,0
1260,text,0
1261,text,0
1262,text,0
1263,text,0
1264,text,0
1265,text,0
1266,text,0
1267,text,0
1268,text,0
1269,text,0
1270,text,0
1271,text,0
1272,text,0
1273,text,0
1274,text,0
1275,text,0
1276,text,0
1277,text,0
1278,text,0
1279,text,0
1280,text,0
1281,text,0
1282,text,0
1283,text,0
1284,text,0
1285,text,0
1286,text,0
1287,text,0
1288,text,0
1289,text,0
1290,text,0
1291,text,0
1292,text,0
1293,text,0
1294,text,0
1295,text,0
1296,text,0
1297,text,0
1298,text,0
1299,text,0
1300,text,0
1301,text,0
1302,text,0
1303,text,0
1304,text,0
1305,text,0
1306,text,0
1307,text,0
1308,text,0
1309,text,0
1310,text,0
1311,text,0
1312,text,0
1313,text,0
1314,text,0
1315,text,0
1316,text,0
1317,text,0
1318,text,0
1319,text,0
1320,text,0
1321,text,0
1322,text,0
1323,text,0
1324,text,0
1325,text,0
1326,text,0
1327,text,0
1328,text,0
1329,text,0
1330,text,0
1331,text,0
1332,text,0
1333,text,0
1334,text,0
1335,text,0
1336,text,0
1337,text,0
1338,text,0
1339,text,0
1340,text,0
1341,text,0
1342,text,0
1343,text,0
1344,text,0
1345,text,0
1346,text,0
1347,text,0
1348,text,0
1349,text,0
1350,text,0
1351,text,0
1352,text,0
1353,text,0
1354,text,0
1355,text,0
1356,text,0
1357,text,0
1358,text,0
1359,text,0
1360,text,0
1361,text,0
1362,text,0
1363,text,0
1364,text,0
1365,text,0
1366,text,0
1367,text,0
1368,text,0
1369,text,0
1370,text,0
1371,text,0
1372,text,0
1373,text,0
1374,text,0
1375,text,0
1376,text,0
1377,text,0
1378,text,0
1379,text,0
1380,text,0
1381,text,0
1382,text,0
1383,text,0
1384,text,0
1385,text,0
1386,text,0
1387,text,0
1388,text,0
1389,text,0
1390,text,0
1391,text,0
1392,text,0
1393,text,0
1394,text,0
1395,text,0
1396,text,0
1397,text,0
1398,text,0
1399,text,0
1400,text,0
1401,text,0
1402,text,0
1403,text,0
1404,text,0
1405,text,0
1406,text,0
1407,text,0
1408,text,0
1409,text,0
1410,text,0
1411,text,0
1412,text,0
1413,text,0
1414,text,0
1415,text,0
1416,text,0
1417,text,0
1419,checkbox,0
1420,text,0
1421,text,0
1422,text,0
1423,text,0
1424,text,0
1425,text,0
1426,text,0
1427,text,0
1428,text,0
1429,text,0
1430,text,0
1431,text,0
1432,text,0
1433,text,0
1434,text,0
1435,text,0
1436,text,0
1437,text,0
1438,text,0
1439,text,0
1440,text,0
1441,text,0
1442,text,0
1443,text,0
1444,text,0
1445,text,0
1446,text,0
1447,text,0
1448,text,0
1449,text,0
1450,text,0
1451,text,0
1452,text,0
1453,text,0
1454,text,0
1455,text,0
1456,text,0
1457,text,0
1458,text,0
1459,text,0
1460,text,0
1461,text,0
1462,text,0
1463,text,0
1464,text,0
1465,text,0
1466,checkbox,2
1467,select,2
1468,text,0
1469,text,0
1470,text,0
1471,text,0
1472,text,0
1473,text,0
1474,text,0
1475,text,0
1476,checkbox,2
1477,select,2
1478,text,0
1479,text,0
1480,text,0
1481,text,0
1482,text,0
1483,text,0
1484,select,0
1485,select,2
1486,text,0
1487,text,0
1488,text,0
1489,text,0
1490,text,0
1491,text,0
1492,text,0
1493,text,0
1494,text,0
1495,text,0
1496,text,0
1497,text,0
1498,text,0
1499,text,0
1500,text,0
1501,text,0
1502,text,0
1503,text,0
1504,text,0
1505,select,0
1506,text,0
1507,text,0
1508,text,0
1509,text,0
1510,text,0
1511,text,0
1512,text,0
1513,text,0
1514,text,0
1515,text,0
1516,text,0
1517,text,0
1518,text,0
1519,text,0
1520,text,0
1521,text,0
1522,text,0
1523,text,0
1524,text,0
1525,text,0
1526,text,0
1527,text,0
1528,text,0
1529,text,0
1530,text,0
1531,text,0
1532,text,0
1533,text,0
1534,text,0
1535,text,0
1536,text,0
1537,text,0
1538,text,0
